avg_loss,avg_hr,avg_ndcg,drift_events,round
6.056669004509699,0.374,0.17922004446125267,[],1
5.903580351435535,0.291,0.14249807201808135,[],2
2.427229055271949,0.26399999999999996,0.131483836079999,[],3
1.0750420392538507,0.211,0.10509439848578665,"[{'client_id': 0, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 1, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 2, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 3, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 4, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 5, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 6, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 7, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 8, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 9, 'metric': 'recovery_event', 'value': 1, 'round': 4}]",4
0.9559896763742219,0.176,0.08324059729530801,[],5
0.9503704886207519,0.20099999999999998,0.09390485797258305,[],6
0.9529960326789958,0.185,0.08384332542185455,[],7
0.9520009762770576,0.20800000000000002,0.09172018230324695,[],8
0.9500422729030703,0.20800000000000002,0.09205270453187767,[],9
0.950816456302924,0.19499999999999998,0.08909885755277525,[],10
0.9416765362788597,0.178,0.08255172411768694,[],11
0.9351911192407911,0.187,0.0843555708442186,[],12
0.9387015451901245,0.2,0.09378297213960195,[],13
0.9342553005494316,0.177,0.08518040438674332,[],14
0.9328814521764153,0.184,0.08537601026784197,[],15
0.9328140705200714,0.246,0.11829429815687745,[],16
0.9267940298900837,0.20599999999999996,0.10470204043379741,[],17
0.932729306363871,0.21200000000000002,0.09681231331316681,[],18
0.9266720555953404,0.22200000000000003,0.10701820778156632,[],19
0.9249965020110558,0.22200000000000003,0.10466331732253649,[],20
