avg_loss,avg_hr,avg_ndcg,drift_events,round
5.319266272239899,0.379,0.18442780128432146,[],1
5.566360524882219,0.31500000000000006,0.151097852986346,[],2
2.25377313546941,0.281,0.1408432385467246,[],3
1.020678384055082,0.229,0.11380419905314525,"[{'client_id': 0, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 1, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 2, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 3, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 4, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 5, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 6, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 7, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 8, 'metric': 'recovery_event', 'value': 1, 'round': 4}, {'client_id': 9, 'metric': 'recovery_event', 'value': 1, 'round': 4}]",4
0.9068063689971482,0.198,0.09678876208120216,[],5
0.9016899966900016,0.221,0.11015920563393707,[],6
0.897163116621679,0.5640000000000001,0.23979165486419635,[],7
0.8898260413676067,0.446,0.2913861323599774,[],8
0.8891032051114506,0.28900000000000003,0.25916459038004275,[],9
0.88865439719676,0.24300000000000002,0.18040784184911127,[],10
0.8868432306841081,0.262,0.1618822610253792,[],11
0.8904794568403547,0.265,0.1347453729729143,[],12
0.8850672112934477,0.24600000000000005,0.13092729275445023,[],13
0.892929289215622,0.24500000000000002,0.12205297852030375,[],14
0.8851621589773975,0.233,0.13392900226206467,[],15
0.8813663103594088,0.24600000000000005,0.13739395074845304,[],16
0.8911591025988297,0.242,0.12466308656956397,[],17
0.8871789319988543,0.22400000000000003,0.11414063006370936,[],18
0.8848920870155507,0.24500000000000002,0.12400876417148225,[],19
0.8847505441171846,0.271,0.14341478887432643,[],20
